fish_id,sex,length,gut_length,Gap,raker_length,Comp1,Comp2,Comp3,Station,basin,tanypodinae,orthocladinae,chironominii,tanytarsini,unknown larvae,adult_fly,Alona rectangula,Alona affinis/quad,Unknown alona,alonella nana,macrothrix hirsuticornix,acroperus harpae,daphnia longispina,resting eggs,Copepods_adult,Copepods_nauplii,ostracod,snail,bivalve,stickleback_eggs,chrinominae,alona,copepods,other_cladocerans,mollusks,Site,gut_length_res,Gap_res,raker_length_res,length_z,gut_length_z,Gap_z,raker_length_z,Comp1_z,Comp2_z,Comp3_z
RG210279,F,61,32,0.193,1.1404999999999998,0.0259493209069107,0.0641335332830915,0.00956765620206563,Lake,South,0,2,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,6,3,1,0,0,Lake/South,-0.08716635298575712,-0.02531415446535209,-0.24609246735904897,0.6775503069509249,-0.015490178402793101,-0.5365617296122469,-1.3285354031572176,0.49991125457673624,1.392390406194817,0.3590532907919302
RG210281,M,44,26,0.143,1.111,-0.055813676301922,0.0651935830534043,-0.0103910583969081,Lake,South,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,5.64684095772764,-0.007115204859837643,0.14875550251414954,-1.3470070095526065,1.0034901180469653,-0.15081470058047425,0.803059734519027,-1.0254246220180216,1.415695560081803,-0.43532593846555595
RG210282,M,61,36,0.263,1.416,-0.0121111654524092,-0.0782817602584357,-0.0335586723838661,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,3.912833647014243,0.04468584553464793,0.029407532640951126,0.6775503069509249,0.6953427461007382,0.947166321595838,0.15875718851647516,-0.21012907303303094,-1.7386044063093657,-1.3574229628721766
RG210284,F,61,41,0.251,1.407,-0.0553733488119754,-0.0491322079766195,0.00206660750240071,Lake,South,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,2,0,0,Lake/South,8.912833647014242,0.032685845534647914,0.02040753264095123,0.6775503069509249,1.583883901730152,0.6928129413887374,0.11017049768140047,-1.0172100586972692,-1.0977526079414244,0.06050313842044026
RG210285,F,62,37,0.209,1.4434999999999998,0.0615074032991215,0.0302024508376301,0.0461541254327577,Lake,South,1,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,Lake/South,4.2225979228546295,-0.01332585738332354,0.03194588735429225,0.7966419138040738,0.7503904076263234,-0.2824564058005071,0.17246055025945972,1.1632677927087833,0.646416849019139,1.8152358061841958
RG210286,F,70,41,0.231,1.7225000000000001,-0.0663175680538444,0.0156732429548051,0.0357073182694607,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,2.7007121295777368,-0.023419480727095033,0.11125272506102277,1.749374768629265,0.47993877532747575,-0.4964020071359715,0.6006001952332823,-1.2213807816503912,0.32699276625617946,1.399441162624927
RG210287,F,61,35,0.17,1.234,-0.0139358517325466,-0.0473751959550252,0.0319330487566563,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,2.9128336470142426,-0.048314154465352074,-0.15259246735904883,0.6775503069509249,0.5176345149748554,-1.0240723750091887,-0.8237736705928241,-0.24416964812979536,-1.0591247654652571,1.2492210023173211
RG210288,F,51,29,0.153,1.1044999999999998,0.0802024607764314,-0.0270322952252836,0.00069562369708271005,Lake,South,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Lake/South,3.815190888610359,-0.02519712528563771,-0.032476014492461715,-0.5133657615805642,0.677990824222532,-0.5340811656586455,-0.17532245285562895,1.5120348738898695,-0.6118868665556435,0.005936445099969196
RG210289,M,60,30,0.251,1.513,-0.0341268725226818,0.00445652354475545,-0.0113292224984137,Lake,South,0,10,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,Lake/South,-1.3969306288261452,0.03669754845261935,0.1513691779276098,0.558458700097776,-0.24824607105426133,0.7778454578531309,0.817169716658697,-0.620844787833906,0.0803936165943501,-0.47266592206897806
RG210290,F,43,18,0.207,0.7615000000000001,-0.0558939662974947,-0.0464593651256983,-0.00581609914759356,Lake,South,3,0,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,Lake/South,-1.6629233181127483,0.06089649805813379,-0.17578285219919168,-1.4660986164057555,-0.2955151613598001,1.2907691769884535,-0.9489674548788726,-1.0269224781994173,-1.0389902595112475,-0.25323742848998043
RG210291,F,42,20,0.2,0.7424999999999999,-0.0347456555061884,0.0398986813177656,0.0403030228792208,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,1.0273124060468632,0.05790820097610526,-0.1698212069125331,-1.5851902232589044,0.18256187049226288,1.2274288883320392,-0.9167833863887322,-0.6323885413261885,0.8595881073804945,1.5823553612168555
RG210292,F,44,22,0.166,1.0114999999999998,0.0255595208765002,-0.075367555063903,-0.00619616111652843,Lake,South,0,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Lake/South,1.6468409577276415,0.01588479514016238,0.04925550251414942,-1.3470070095526065,0.29265719354343406,0.33669594481646825,0.2659068747312499,0.4926393101595784,-1.6745357159338197,-0.2683643211791564
RG210293,F,49,25,0.153,1.288,-0.016112393876361802,0.0185975816554075,0.0112054107059954,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Lake/South,1.195662336929583,-0.01717371944969483,0.20094727608085594,-0.751548975286862,0.21247903891959563,-0.3640161327298584,1.0848181307878955,-0.2847742973258396,0.39128424137729423,0.4242377571609019
RG210294,F,70,41,0.293,1.5805,0.00390882596139298,-0.151887239585826,0.00273487652875121,Lake,South,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Lake/South,2.7007121295777368,0.03858051927290494,-0.030747274938977363,1.749374768629265,0.47993877532747575,0.8177571239340456,-0.1659898157201278,0.08873310766467819,-3.3568180701301205,0.0871009952842414
RG210295,F,46,24,0.162,0.9784999999999999,-0.0185918058909789,6.6653734621569e-4,-0.00598025045987948,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,2.2663695094084173,0.0038613893042194927,-0.03366778805916801,-1.1088237958463087,0.40275251659460476,0.08184645181864757,-0.18175626772573714,-0.331029158667285,-0.002929085848630718,-0.259770834851831
RG210296,F,49,17,0.169,1.552,-0.043062379730994,-0.0253842546829721,-0.0286775169237784,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,Lake/South,-6.804337663070418,-0.0011737194496948158,0.4649472760808559,-0.751548975286862,-1.2091868100874672,-0.02487829245372448,2.510027728616769,-0.7875418291079418,-0.5756547579073594,-1.1631475002394367
RG210297,F,48,26,0.221,1.3780000000000001,-0.0309305342566514,-0.00130335653547113,0.0338088215918722,Lake,South,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,2.8858980610891942,0.05483798346827661,0.31590892136751475,-0.8706405821400109,0.5128478396457757,1.162352204908103,1.7054410105028375,-0.5612152537250198,-0.04623712792310568,1.3238788652629416
RG210298,F,38,19,0.106,0.81,-0.0372200007753857,0.00712265714540415,0.02283292003911,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,2.788255302685311,-0.020044987352008988,-0.0024746257658980228,-2.0615566506715,0.4954959177675697,-0.42487585743267137,-0.013359319668910933,-0.6785488796091574,0.1390084624124368,0.8870256715037799
RG210299,F,45,21,0.218,1.056,0.0341960398036832,-0.0785901873326276,0.00272352752136024,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,-0.04339476643197119,0.06387309222219091,0.06879385722749086,-1.2279154026994576,-0.007711607182746328,1.3538614092495083,0.3713850969404895,0.6537585525825895,-1.7453851638060958,0.08664929205959884
RG210300,F,40,16,0.123,0.8665,-0.0399323662246345,0.0541422627257729,0.0356729301343028,Lake,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,-1.592216145633914,-0.011068393187951877,0.004102083660784457,-1.8233734369652022,-0.2829499148106738,-0.2346069350680668,0.022145185622905357,-0.7291496216490825,1.1727327029568668,1.3980724762715613
RG210301,M,62,30,0.173,1.7814999999999999,-0.0819691721678967,-0.0232834899437827,-0.0091162458653138,Lake,North,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lake/North,-2.7774020771453696,-0.04932585738332355,0.3699458873542923,0.7966419138040738,-0.4935672102548563,-1.045516546421808,1.9971607171767305,-1.513370484773004,-0.5294695250076654,-0.38458696971715084
RG210302,F,52,31,0.222,1.389,-0.0979769226278394,0.00674738335566954,0.0129782482422028,Lake,North,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Lake/North,5.124955164450747,0.039791171796390856,0.22706234022087976,-0.39427415472741534,0.9107467168740003,0.8434182540677871,1.2258008582889508,-1.8120043034154683,0.13075808241665893,0.49479867974073527
RG210306,F,53,38,0.187,1.056,-0.0213604223632763,0.0139120653697995,0.022014928057755,Lake,North,6,0,0,0,0,0,0,0,5,68,0,0,0,0,0,0,10,0,0,0,0,5,0,68,0,Lake/North,11.434719440291136,7.794688784194185e-4,-0.13089930506577893,-0.2751825478742664,2.032043765154883,0.016521711999351367,-0.7066626739730223,-0.3826792959896755,0.28827334402682975,0.8544686730825989
RG210307,F,62,35,0.209,1.495,-0.0690459294103301,-0.041152079347756,0.00492454438329162,Lake,North,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,2.222597922854631,-0.01332585738332354,0.08344588735429256,0.7966419138040738,0.39497394537455793,-0.2824564058005071,0.4504843922601698,-1.2722799365668012,-0.9223097835175006,0.17425223210332716
RG210308,F,70,45,0.271,1.5554999999999999,-0.0542989271371333,0.0184178324013188,0.0202241810468036,Lake,North,0,3,0,0,0,1,2,7,7,13,0,0,0,0,318,0,11,0,0,0,0,16,318,13,0,Lake/North,6.700712129577739,0.016580519272904982,-0.05574727493897749,1.749374768629265,1.1907716998310076,0.35144259355436275,-0.30095284581755977,-0.997166102590305,0.3873324608619585,0.7831949333184226
RG210309,F,40,27,0.107,0.654,0.00100081450078611,0.0781895373318942,-0.0250035359764138,Lake,North,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,9.407783854366087,-0.027068393187951876,-0.2083979163392156,-1.8233734369652022,1.6718406275740374,-0.5737447753442003,-1.1250405702052606,0.03448247642762756,1.7014111206625806,-1.0169189373326726
RG210310,F,61,39,0.273,1.437,-0.0875053395355638,-0.0564370879673662,0.0259570225769999,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,6.912833647014242,0.05468584553464794,0.05040753264095126,0.6775503069509249,1.2284674394783865,1.1591274717684217,0.2721261337983181,-1.6166508804655382,-1.2583501167358317,1.0113684569002874
RG210311,M,68,38,0.272,2.2435,-0.0658380996495226,0.0125581925655179,0.0213426926707413,Lake,North,0,0,0,0,0,0,0,16,0,0,1,0,0,0,48,0,0,0,0,0,0,16,48,1,0,Lake/North,1.0811835778969607,0.02560392510884786,0.6821760156343402,1.5111915549229673,0.19213522115042217,0.5427037415004082,3.682741685192127,-1.2124360219941652,0.2585085019120316,0.8277129506152306
RG210312,F,65,42,0.243,1.5795,-0.0821633172704659,0.0317590528600885,-0.0204355408262348,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,7.151890750375794,0.00863903386276214,0.09306095149431615,1.1539167343635206,1.2709498544548454,0.18311395539309602,0.5023915198969192,-1.5169923736508983,0.6806386852858293,-0.835107606314506
RG210313,F,55,34,0.206,1.319,0.0346562277161554,-0.0490449516888692,0.0122046677593053,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,6.054247991971913,0.011756063042476533,0.0821774043609035,-0.03699933416796858,1.075889701450757,0.24918286439847273,0.44363645992357587,0.6623436235417209,-1.0958342817735618,0.4640093087757159
RG210314,F,67,41,0.282,1.4095,-0.108219681494542,-0.0111765696315997,-0.00595040840209092,Lake,North,0,0,0,0,0,1,0,7,89,0,0,0,2,0,185,0,0,0,0,0,0,96,185,2,0,Lake/North,4.7714193020565725,0.039615628026819255,-0.12686233907900119,1.3920999480698184,0.8479204841283681,0.8396974081373844,-0.6848690274939906,-2.0030888784437764,-0.26329934236647884,-0.2585830874772204
RG210315,F,62,36,0.248,1.6995,0.0459325508443167,0.0394585652033779,0.00525595078862118,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,3.222597922854631,0.025674142616676464,0.28794588735429244,0.7966419138040738,0.5726821765004407,0.5441920798725686,1.5544819784571566,0.8727099360623872,0.8499121713431506,0.1874425787827785
RG210316,F,59,31,0.19,1.5965,-0.02591940676903,-0.0457156774340124,-0.00429527459238405,Lake,North,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,0.29330509533346616,-0.020290748629409213,0.25983082321426865,0.4393670932446271,0.05212272967191881,-0.4300850417352349,1.4027022085483072,-0.4677297798555107,-1.0226403138917286,-0.1927069052434929
RG210318,F,72,42,0.28,1.8075,0.0444730097069333,-0.0263686981728211,0.0256712740544491,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,2.320240681258513,0.017557113436962108,0.14632943448770525,1.987557982335563,0.4123258672527637,0.3721425957809009,0.7899625548361703,0.845481354231775,-0.5972977105936308,0.9999953451710861
RG210319,M,44,20,0.19,0.984,0.0179785847201495,-0.0591934342324131,-0.00459646585430947,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,-0.35315904227235956,0.03988479514016237,0.02175550251414953,-1.3470070095526065,-0.06275926870833179,0.8454027052306684,0.1174475416240762,0.35121257322231125,-1.3189482845499554,-0.20469465532233352
RG210320,F,55,38,0.262,1.323,0.0314402617520954,-0.0428089297944065,0.0468010250199499,Lake,North,3,2,3,0,0,0,30,3,40,9,0,0,0,0,43,0,13,0,0,0,3,73,43,9,0,Lake/North,10.054247991971913,0.06775606304247656,0.0861774043609035,-0.03699933416796858,1.786722625954288,1.4361653053649408,0.46523054473916486,0.6023479234041721,-0.9587355775776399,1.840983135398831
RG210322,M,46,20,0.128,1.1075,-0.0596003947099565,0.0384520307031257,-0.0262913676867131,Lake,North,1,0,1,0,0,2,0,0,1,0,0,0,0,0,3,2,3,0,0,0,1,1,5,0,0,Lake/North,-1.7336304905915834,-0.0301386106957805,0.09533221194083202,-1.1088237958463087,-0.3080804079089266,-0.6388214587681361,0.5146529675770083,-1.096068038227241,0.8277835486332786,-1.068176083997494
RG210323,F,56,37,0.223,1.2335,-0.0700129530854042,0.0290391292850176,4.2528648006368e-4,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,8.364012267812301,0.024744360124505108,-0.02828424092575513,0.08209227268518034,1.4863538252281077,0.5244843032274714,-0.15269307437382743,-1.2903203210372924,0.6208412689256853,-0.004823279381798445
RG210326,F,55,28,0.158,1.2919999999999998,-0.0176110166828922,0.00264960085480873,0.0145132276932006,Lake,North,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Lake/North,0.05424799197191273,-0.036243936957523454,0.05517740436090337,-0.03699933416796858,0.009640314695459814,-0.7682306564299278,0.29787638741834943,-0.3127319702380185,0.04066848997254095,0.5558925837175179
RG210327,F,50,26,0.121,1.039,-0.0323934362755525,0.00590905036295996,-0.0170786152287464,Lake,North,0,0,0,0,0,0,5,29,38,4,0,0,12,0,5,0,0,0,0,0,0,72,5,16,0,Lake/North,1.505426612769971,-0.05318542236766626,-0.0730143692058029,-0.6324573684337131,0.267526700445181,-1.127324329746519,-0.3941696203467093,-0.5885065347390149,0.11232736345346397,-0.7014982019821908
RG210328,F,59,35,0.164,1.3925,-0.012416129464745,-0.0161811847805944,0.0232132206861052,Lake,North,0,0,8,0,1,0,0,6,22,16,0,0,0,0,85,0,0,0,0,0,8,28,85,16,0,Lake/North,4.293305095333466,-0.046290748629409205,0.055830823214268736,0.4393670932446271,0.7629556541754501,-0.9811840321839518,0.3014038829532686,-0.2158183525967188,-0.37332561609327614,0.9021620638474884
RG210329,F,61,37,0.157,1.3515000000000001,0.0350777014296043,-0.145946520896096,0.0101845745153308,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,4.912833647014242,-0.061314154465352086,-0.03509246735904867,0.6775503069509249,0.873050977226621,-1.2996218702335474,-0.18944742913489637,0.6702064587864125,-3.226211595659964,0.38360733167348143
RG210330,F,65,37,0.279,1.663,0.0686058472265555,-0.0251736769794245,0.0363031088914096,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,2.1518907503757947,0.044639033862762176,0.17656095149431628,1.1539167343635206,0.3824086988254312,0.9461740960143974,0.9531680404223403,1.2956933587977622,-0.5710252151030655,1.4231542976926002
RG210331,F,55,27,0.274,1.3025,-0.032880659524652,-0.00592187683266975,-0.00351205864300829,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,-0.9457520080280875,0.07975606304247657,0.06567740436090354,-0.03699933416796858,-0.16806791643042304,1.690518685572041,0.35456086005927145,-0.5975959654978258,-0.14777512101622506,-0.16153403190428106
RG210333,M,59,36,0.185,1.6909999999999998,-0.0196064873284864,-0.0100939932915297,-9.58700081276096e-5,Lake,North,0,0,0,0,0,2,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,1,60,0,0,Lake/North,5.293305095333466,-0.025290748629409218,0.35433082321426845,0.4393670932446271,0.9406638853013329,-0.5360656168215268,1.9128624623165962,-0.3499586261865815,-0.2394989427000584,-0.0255658922068359
RG210334,F,63,38,0.174,1.4060000000000001,0.00579703406519543,-0.0363057979378747,0.0392597311969648,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,4.532362198695019,-0.05233756030129499,-0.030515757932366112,0.9157335206572227,0.805438069151909,-1.109352947868943,-0.16473996625087414,0.12395871902345185,-0.815764471023732,1.540831181975178
RG210335,F,57,37,0.139,1.181,-0.0652670870667394,-0.0277370609170375,-0.0215473657607541,Lake,North,1,2,1,0,0,7,0,9,0,6,0,0,0,0,25,0,2,0,0,0,1,9,25,6,0,Lake/North,7.673776543652688,-0.06326734279346632,-0.10574588621241386,0.20118387953832925,1.3636932556278103,-1.3410218746866234,-0.5708714089426221,-1.2017834528829614,-0.6273811134868479,-0.8793594858718253
RG210337,F,59,25,0.16,1.124,-0.0101114456423793,-0.0805598576098492,0.00187339858422398,Lake,North,0,1,0,0,0,1,2,0,7,0,0,4,0,0,1,0,0,0,0,0,0,9,1,4,0,Lake/North,-5.706694904666534,-0.05029074862940921,-0.21266917678573125,0.4393670932446271,-1.0141266570833782,-1.0659684922529853,-1.148099060293143,-0.172823146470858,-1.7886882899449064,0.05281320674945002
RG210338,F,65,41,0.262,1.4815,-0.0441643805221054,-0.047141019502551,-0.00113322649082864,Lake,North,0,0,0,0,0,0,0,26,15,0,0,0,0,0,113,0,0,0,0,0,0,41,113,0,0,Lake/North,6.151890750375794,0.027639033862762168,-0.0049390485056836865,1.1539167343635206,1.0932416233289626,0.5858401407210052,-0.026663558085010395,-0.8081002895374775,-1.0539764050632645,-0.06685384384855504
RG210340,F,56,36,0.174,0.971,0.0484484451527974,0.0305537477389193,0.00994256798585116,Lake,North,0,0,2,0,0,0,1,1,5,0,0,3,0,0,5,0,0,0,0,0,2,7,5,3,0,Lake/North,7.364012267812301,-0.024255639875494908,-0.2907842409257552,0.08209227268518034,1.308645594102225,-0.514125332618188,-1.569804890396856,0.91964539564008,0.6541400980342776,0.3739752003350635
RG210341,F,69,44,0.246,1.633,0.00390023362933708,-0.04395011907083,0.0342306702752962,Lake,North,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,Lake/North,6.390947853737348,-0.004407777809123611,0.04671437034768135,1.6302831617761162,1.1357240383054217,-0.09342776541270308,0.2521885188486667,0.08857281275382745,-0.9838245804207615,1.3406689160620484
RG210342,F,51,32,0.194,1.0715,-0.0100106626446375,-0.0207404737049706,0.0190649720205936,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,6.81519088861036,0.015802874714362303,-0.06547601449246164,-0.5133657615805642,1.2111155176001807,0.33495955004894706,-0.3534736525842378,-0.17094298151294074,-0.4735614097074441,0.7370571137598239
RG210343,F,63,40,0.22,1.4845000000000002,-0.0363576831317545,-0.0137355615854717,0.0153605263600459,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,6.532362198695019,-0.006337560301294971,0.0479842420676339,0.9157335206572227,1.1608545314036747,-0.13433165707505867,0.25904394825506005,-0.6624618465532162,-0.319558683154741,0.5896160210952975
RG210344,F,66,40,0.235,1.4575,-0.0546943017686043,-0.0183082749249802,0.0294804651034102,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,4.461655026216183,-0.0033726690552093033,-0.05390069379234243,1.2730083412166695,0.7928728226027825,-0.07148748120936443,-0.29098403834273345,-1.004542044405865,-0.4200896120250665,1.15160542179014
RG210345,M,38,15,0.126,0.812,0.094998773023407,-0.0689702463196754,-0.00479842492945024,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,-1.211744697314689,-4.4987352008985614e-5,-4.7462576589802095e-4,-2.0615566506715,-0.21533700673596157,-9.535570875043404e-4,-0.0025622772611164253,1.788068613870871,-1.5338911264795019,-0.2127328530557752
RG210346,M,58,27,0.19,1.381,-0.0317058671967818,-0.0108091238551697,0.0384135165007903,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,Lake/North,-3.0164591805069225,-0.016279045711437772,0.06929246850092738,0.3202754863914782,-0.5360496252313152,-0.3450525252708413,0.3740768604726387,-0.5756795369614327,-0.25522106094550606,1.5071508878460151
RG210347,F,55,26,0.121,0.9829999999999999,0.010399925449752,-0.0377215139098862,2.4489166749183e-4,Lake,North,0,3,1,0,0,3,9,44,246,0,0,0,0,0,38,3,8,0,0,0,1,299,41,0,0,Lake/North,-1.9457520080280872,-0.07324393695752346,-0.2538225956390966,-0.03699933416796858,-0.3457761475563058,-1.5524869120684868,-1.3702666645859005,0.2098283129058859,-0.84688893282919675,-0.01200319527579311
RG210348,F,59,24,0.268,1.501,-0.0424575172869145,-0.0314724626510662,0.00789780785385863,Lake,North,0,2,0,0,0,2,11,17,0,0,1,0,0,0,2,0,0,0,0,0,0,28,2,1,0,Lake/North,-6.706694904666534,0.05770925137059081,0.16433082321426853,0.4393670932446271,-1.191834888209261,1.223211929610917,0.8871434335761191,-0.7762577713085099,-0.7095037785533821,0.2925914534202103
RG210349,F,69,35,0.314,1.7069999999999999,-0.0554343028317634,0.0280135338422063,0.0300869993887267,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,-2.6090521462626515,0.0635922221908764,0.12071437034768118,1.6302831617761162,-0.46365004182752384,1.347908055760865,0.6516790879370623,-1.0183471910967559,0.5982935921185327,1.1757461667112952
RG210350,F,73,50,0.332,1.639,0.0151979225462087,-0.00103490658596327,-0.00403997668125705,Lake,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/North,9.630004957098905,0.06554541051899064,-0.047132210798953515,2.106649589188712,1.7113311466595296,1.389308060213941,-0.2544442393847055,0.2993377163873947,-0.04033526599223776,-0.18254576200621547
