fish_id,sex,length,gut_length,Gap,raker_length,Comp1,Comp2,Comp3,Station,basin,tanypodinae,orthocladinae,chironominii,tanytarsini,unknown larvae,adult_fly,Alona rectangula,Alona affinis/quad,Unknown alona,alonella nana,macrothrix hirsuticornix,acroperus harpae,daphnia longispina,resting eggs,Copepods_adult,Copepods_nauplii,ostracod,snail,bivalve,stickleback_eggs,chrinominae,alona,copepods,other_cladocerans,mollusks,Site,gut_length_res,Gap_res,raker_length_res,length_z,gut_length_z,Gap_z,raker_length_z,Comp1_z,Comp2_z,Comp3_z
RG210060,M,56,31,0.14,1.5979999999999999,0.0240903132714559,0.0415172258324449,0.0265463425728149,Shore,North,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,Shore/North,2.364012267812301,-0.05825563987549488,0.33621575907424467,0.08209227268518034,0.42010443847281087,-1.2347932432049713,1.815067904446719,0.4652303947988064,0.8951717469830089,1.034824053789559
RG210061,F,65,42,0.308,1.3275000000000001,0.0327902529627009,0.0147414803495171,0.00500522646876828,Shore,North,0,46,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,7.151890750375794,0.07363903386276215,-0.15893904850568363,1.1539167343635206,1.2709498544548454,1.5608614315148888,-0.8580358234851866,0.6275327881586372,0.3065080008135451,0.1774634696085286
RG210062,F,65,44,0.182,1.2,0.0377098387384845,-0.0349606369310672,0.0170615113022392,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,9.151890750375795,-0.052360966137237855,-0.2864390485056838,1.1539167343635206,1.6263663167066111,-1.1098490606596632,-1.546347276982087,0.7193104985894546,-0.7861911574450952,0.6573171298344135
RG210063,F,82,41,0.326,1.7734999999999999,0.0162715015336672,0.00776317268042738,-0.00137601839551922,Shore,North,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,Shore/North,-5.582116560337603,0.023440084257247695,-0.13728701837888224,3.178474050867052,-0.9919880598760926,0.4968387219308489,-0.7411468797382272,0.3193659516751273,0.15309017209132955,-0.07651723400134461
RG210064,M,57,30,0.217,1.4435,-0.0604972264248175,0.00425622624313038,-0.00940009289095488,Shore,North,0,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,Shore/North,0.6737765436526892,0.014732657206533658,0.15675411378758608,0.20118387953832925,0.1197356377466307,0.3122750966595275,0.8462404070804057,-1.1127989511908587,0.07599008803536274,-0.3958843997363859
RG210067,M,59,22,0.16,1.2974999999999999,-0.00961306343058085,0.00906347822171895,3.734984241476e-4,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,-8.706694904666533,-0.05029074862940921,-0.03916917678573148,0.4393670932446271,-1.5472513504610266,-1.0659684922529853,-0.21145563141697132,-0.1635255388260309,0.18167733996643703,-0.006884502099291212
RG210068,M,59,28,0.269,1.416,-0.0102823183075259,0.0517909984309609,0.00928010086282567,Shore,North,0,0,6,0,0,1,0,0,13,0,0,0,0,4,5,0,0,0,0,0,6,13,5,0,0,Shore/North,-2.7066949046665343,0.058709251370590805,0.07933082321426858,0.4393670932446271,-0.4810019637057298,1.2444080446281751,0.4282691312448531,-0.17601087460430412,1.121040246853225,0.3476082657317462
RG210069,M,46,26,0.177,0.873,0.0967439788482162,-0.00197653588118293,-0.0133703765178598,Shore,North,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Shore/North,4.266369509408417,0.018861389304219482,-0.13916778805916794,-1.1088237958463087,0.7581689788463705,0.39978817707752257,-0.7513002547368965,1.8206264352264714,-0.061036950237792764,-0.5539061416594113
RG210071,M,57,27,0.191,1.5585,-0.0345111311205681,-0.03047711139393,0.0304628760022454,Shore,North,6,14,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Shore/North,-2.3262234563473108,-0.011267342793466334,0.27175411378758607,0.20118387953832925,-0.4133890556310178,-0.2388238937891894,1.4670703455285894,-0.6280133536308389,-0.6876210190181203,1.1907064775600837
RG210072,M,55,30,0.185,1.3250000000000002,0.097923459250471,-0.0272550883212607,-0.0260431428931127,Shore,North,2,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,Shore/North,2.0542479919719128,-0.009243936957523461,0.08817740436090372,-0.03699933416796858,0.36505677694722544,-0.1959355509639525,0.4760275871469606,1.8426303224947491,-0.6167849642979526,-1.0582964587718784
RG210074,M,48,25,0.108,0.9804999999999999,-0.0760005716960376,0.0172790798095023,-0.0107972504297219,Shore,North,5,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shore/North,1.8858980610891949,-0.058162016531723384,-0.08159107863248544,-0.8706405821400109,0.33513960851989305,-1.2328087920420905,-0.44047116804632047,-1.4020228000797188,0.3622970284372555,-0.4514928370078974
RG210075,F,62,42,0.165,1.5015,0.0467367478541743,0.0547260994193405,0.0310288043966125,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,9.22259792285463,-0.05732585738332353,0.08994588735429251,0.7966419138040738,1.6389315632557375,-1.2150854665598743,0.48557478008550164,0.8877126951693334,1.1855683304618352,1.2132310624727503
RG210076,F,71,50,0.227,1.5394999999999999,0.0430094157135714,0.0258622656173915,0.0328955086505114,Shore,North,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,2,1,0,0,9,Shore/North,11.010476405418128,-0.031431183645066474,-0.09670892022563622,1.868466375482414,1.9566522858601243,-0.6662189836693985,-0.5220851564441048,0.8181771640350594,0.5509980420079952,1.2875279857094866
RG210077,F,70,41,0.315,1.3319999999999999,0.0263995051065645,-0.039693709745358,0.0054292068976939,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,2.7007121295777368,0.06058051927290497,-0.27924727493897755,1.749374768629265,0.47993877532747575,1.2840716543137298,-1.5075223348885953,0.5083097005027604,-0.8902475832700919,0.19433836626983517
RG210078,F,47,21,0.059,0.6355,-0.0231407049763171,0.0463223844537886,-0.0204442097925365,Shore,North,0,34,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,-1.423866214751194,-0.10315031361375197,-0.40162943334582674,-0.9897321889931598,-0.253032746383341,-2.1863859114233564,-2.1682050120266827,-0.4158914950632149,1.0008129765346645,-0.8354526408975225
RG210081,F,57,26,0.188,1.528,0.0658383632004554,-0.00664690416175908,0.00478163337551137,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,-3.3262234563473108,-0.014267342793466337,0.2412541137875861,0.20118387953832925,-0.5910972867569007,-0.3024122388409645,1.3024154488097235,1.2440643479124156,-0.16371481927370554,0.16856421368661392
RG210082,M,60,22,0.252,1.5659999999999998,-0.0545206379063981,-0.0462293316908551,-0.0348030284814353,Shore,North,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Shore/North,-9.396930628826144,0.03769754845261935,0.20436917792760972,0.558458700097776,-1.669911920061324,0.7990415728703892,1.103291340465251,-1.0013022448812152,-1.0339329831943147,-1.4069497313825945
RG210083,F,52,27,0.18,1.1735,0.00667516631243275,-0.0686843436498364,-0.00613417694967443,Shore,North,8,30,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,2,5,1,2,1,0,2,Shore/North,1.1249551644507474,-0.0022088282036091503,0.011562340220879706,-0.39427415472741534,0.19991379237046905,-0.04681857665706368,0.06241953884909311,0.14034078263206384,-1.527605567155875,-0.26589728180908695
RG210084,F,65,32,0.214,1.508,0.0677130491298942,-0.0559877902484293,0.0156593617552771,Shore,North,0,5,6,0,0,2,1,1,5,0,0,0,0,0,11,0,0,0,0,10,6,7,11,0,0,Shore/North,-2.8481092496242044,-0.020360966137237854,0.02156095149431625,1.1539167343635206,-0.5061324568039828,-0.431573380107396,0.11639725381826639,1.2790376953083877,-1.248472323471647,0.6015100050370702
RG210085,M,54,26,0.205,1.4635,0.012557559121547,0.0812383085538185,-0.0154816582547099,Shore,North,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Shore/North,-1.2555162838684755,0.01476776596044797,0.25163904964756234,-0.15609094102111748,-0.22311557795600842,0.3130192658456079,1.3584787452509182,0.2500802136493467,1.7684382400328298,-0.6379375230666403
RG210087,F,53,25,0.171,1.077,0.0477233707933013,-0.014782432984439,-0.0290095736980788,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,-1.5652805597088637,-0.015220531121580567,-0.10989930506577904,-0.2751825478742664,-0.2781632394815939,-0.32261612827678193,-0.5932937286911806,0.9061187152162502,-0.3425741110488657,-1.1763637323334635
RG210088,F,60,35,0.364,1.1495,0.0142230495767587,0.0641863222947625,-0.0106674640016703,Shore,North,0,3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,4,Shore/North,3.603069371173855,0.14969754845261934,-0.21213082207239012,0.558458700097776,0.6402950845751528,3.1730064548033243,-1.1451927409579528,0.2811508988025825,1.3935509706088551,-0.44632719158657286
RG210089,F,48,23,0.185,1.1215,0.0529733065057691,0.0581896667791514,0.0325232984813427,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,-0.11410193891080529,0.01883798346827661,0.05940892136751461,-0.8706405821400109,-0.02027685373187264,0.3992920642868024,0.32072032170319204,1.0040592942729352,1.261714727148962,1.2727136034585758
RG210090,F,57,32,0.27,1.2189999999999999,0.0387484435615046,-0.0186790395792878,-0.0194276325373763,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,2.6737765436526892,0.06773265720653368,-0.06774588621241405,0.20118387953832925,0.4751520999983963,1.4356691925742204,-0.3657276031945276,0.7386862706653072,-0.42824085884996244,-0.7949917258205379
RG210094,M,53,27,0.192,1.3239999999999998,0.043906211802901,0.0149855553107285,-0.0127156500230656,Shore,North,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Shore/North,0.43471944029113585,0.0057794688784194225,0.13710069493422086,-0.2751825478742664,0.0772532227701717,0.12250228708564319,0.7401410086714396,0.8349074123838387,0.311873979553688,-0.527847292742567
RG210095,M,56,33,0.138,1.768,-0.0597022486543972,0.0654247173540738,0.0028058480621914,Shore,North,0,9,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,Shore/North,4.364012267812301,-0.060255639875494885,0.5062157590742448,0.08209227268518034,0.7755209007245766,-1.277185473239488,2.7328165091092522,-1.0979681823135847,1.4207770388920617,0.08992574192580813
RG210097,M,57,26,0.247,1.7650000000000001,-0.0390357799365803,-0.00879103153312827,0.0180155546366305,Shore,North,0,2,2,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,5,0,0,Shore/North,-3.3262234563473108,0.04473265720653366,0.4782541137875862,0.20118387953832925,-0.5910972867569007,0.9481585471772781,2.581864974133372,-0.7124232872641162,-0.2108533779928057,0.6952891247188423
RG210098,M,48,23,0.157,0.9475,-0.070612927318055893,-0.00958446072445301,0.00422936864968656,Shore,North,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Shore/North,-0.11410193891080529,-0.009162016531723386,-0.11459107863248535,-0.8706405821400109,-0.02027685373187264,-0.19419915619643133,-0.6186223677749293,-1.3015131864328526,-0.22829688859023156,0.146583458108829
RG210099,M,41,21,0.127,0.754,0.0108030040119844,0.0848113846595794,-0.00282124856161109,Shore,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shore/North,2.7175481302064766,-0.011080096105923304,-0.13335956162587426,-1.7042818301120533,0.48293067121844335,-0.2348549914634267,-0.7199444211797241,0.21734797599368785,1.846992182335086,-0.13403901576472335
RG210100,M,57,29,0.227,1.412,-0.0189767791225144,-0.0179012652020401,0.00175467355266064,Shore,North,0,1,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,Shore/North,-0.32622345634731076,0.024732657206533667,0.125254113787586,0.20118387953832925,-0.05797259337925214,0.5242362468321112,0.6761869891576419,-0.3382110563671688,-0.41114151874467286,0.04808781731621937
RG210102,F,50,30,0.201,1.0755,-0.0278954989128154,0.049201892645405,0.0215660982802546,Lake,South,0,1,0,0,0,10,0,0,17,0,0,0,0,1,25,0,0,0,0,0,0,17,25,0,0,Lake/South,5.50542661276997,0.026814577632333747,-0.036514369205802914,-0.6324573684337131,0.9783596249487122,0.5683648716341492,-0.1971235964044598,-0.5045949186746549,1.0641188546206113,0.8366047444738443
RG210104,F,47,21,0.14,1.0299999999999998,-0.0320851451108383,-0.05093317548207,-0.0142283889418743,Lake,South,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Lake/South,-1.423866214751194,-0.022150313613751936,-0.007129433345826817,-0.9897321889931598,-0.253032746383341,-0.46950059502542946,-0.038488397089218175,-0.5827551852284938,-1.137346810058558,-0.58805599859043
RG210106,F,53,36,0.151,1.1815,0.106537991513477,-0.0301326377929654,0.00998436965787955,Lake,South,0,6,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Lake/South,9.434719440291136,-0.035220531121580585,-0.005399305065779001,-0.2751825478742664,1.6766273029031171,-0.7465384286219493,-0.02914826288391776,2.0033393910148862,-0.6800477800011301,0.37563895377183504
RG210107,F,52,22,0.157,1.173,0.0218451635702442,0.0266365391046451,0.0163928474070993,Lake,South,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Lake/South,-3.8750448355492524,-0.025208828203609143,0.011062340220879761,-0.39427415472741534,-0.688627363258945,-0.5343292220540056,0.059720278247144785,0.42334583204436943,0.5680204151799021,0.6307035567498596
RG210109,M,48,16,0.161,1.117,-0.0113411730184214,0.0109315111011584,0.00729416762305421,Lake,South,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,Lake/South,-7.114101938910806,-0.0051620165317233825,0.054908921367514664,-0.8706405821400109,-1.2642344716130525,-0.10941469612739785,0.2964269762856547,-0.1957644200192929,0.22274597178024363,0.2685658951149734
RG210151,M,57,22,0.401,1.146,0.0101159085011753,0.0126113681881882,0.00886824184777773,Lake,South,0,1,9,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,Lake/South,-7.326223456347311,0.19873265720653369,-0.14074588621241402,0.20118387953832925,-1.3019302112604318,4.212360259835064,-0.7598196510790267,0.20452981289959937,0.25967756595418695,0.33121581493968205
RG210152,F,58,31,0.266,1.1865,0.0225734652294482,-0.0623040113491677,0.0245213445838181,Lake,South,0,1,6,0,0,11,0,0,29,0,0,0,0,0,21,0,0,0,0,0,6,29,21,0,0,Lake/South,0.9835408194930778,0.05972095428856224,-0.12520753149907252,0.3202754863914782,0.1747832992722162,1.2658522160407937,-0.6759355136853757,0.43693271960586577,-1.3873342041675911,0.9542268623336546
RG210153,M,46,26,0.131,1.1335000000000002,0.0935357814022547,-0.0213213184216624,-0.0464532593836885,Lake,South,0,1,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,Lake/South,4.266369509408417,-0.027138610695780496,0.12133221194083224,-1.1088237958463087,0.7581689788463705,-0.575233113716361,0.655014518878338,1.7607756612751941,-0.48633125871458155,-1.8706419896645743
RG210154,F,41,16,0.161,0.611,0.0449123622892812,0.0531767714127305,-0.001808732431832,Lake,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lake/South,-2.2824518697935243,0.02291990389407669,-0.2763595616258743,-1.7042818301120533,-0.405610484410971,0.48581291912335706,-1.491932953337031,0.8536777300889141,1.1515064131569437,-0.09373973803337866
RG210155,M,55,31,0.149,1.224,0.0870282167384023,-0.00511159349052395,0.00176040109055396,Lake,South,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,3.0542479919719128,-0.04524393695752346,-0.012822595639096471,-0.03699933416796858,0.5427650080731082,-0.9589956915852531,-0.0692230544466627,1.639373288687487,-0.1299610725539559,0.04831577974910432
RG210156,F,64,39,0.176,1.3485,0.0228907499151545,0.00794733068123271,-0.00320499682425192,Lake,South,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,Lake/South,4.842126474535408,-0.05434926321926642,-0.11297740321902495,1.0348251275103717,0.8604857306774946,-1.1519932342988197,-0.6099109068391556,0.4428518484382617,0.15713887873556714,-0.1493126270784097
RG210157,F,46,16,0.143,1.0354999999999999,0.136200060768219,-0.0158088001721374,0.00720334403360425,Lake,South,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake/South,-5.733630490591584,-0.015138610695780524,0.02333221194083196,-1.1088237958463087,-1.018913332412458,-0.3208797335092614,0.12595944089640596,2.55670240304753,-0.3651387546380118,0.2649510143756413
RG210158,F,73,40,0.26,1.4805,-0.0714773125308611,0.0417251136626077,0.0528087666760673,Lake,South,0,0,19,0,0,7,0,0,96,0,0,0,0,0,8,0,0,0,0,0,19,96,8,0,0,Lake/South,-0.3699950429010973,-0.006454589481009342,-0.20563221079895358,2.106649589188712,-0.06575116459929903,-0.1368122210286599,-1.11010985020242,-1.317638791184379,0.899742153023233,2.0800979923551015
RG210159,F,54,31,0.268,0.9630000000000001,0.0881290834200205,-0.0170304677599927,0.00200504046785412,Lake,South,0,0,3,0,0,7,0,0,52,0,0,0,0,0,25,0,0,0,0,0,3,52,25,0,0,Lake/South,3.744483716131524,0.07776776596044799,-0.24886095035243766,-0.15609094102111748,0.6654255776734056,1.6483745119328843,-1.3434811172996555,1.6599105916502344,-0.3919970700973982,0.05805270138411409
RG210201,F,37,19,0.122,0.823,0.101714958980879,0.132868271597229,0.0308562838325454,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,3.478491026844921,-3.328443403755959e-5,0.035487019520760554,-2.180648257524649,0.6181564873678668,-7.055006921444547e-4,0.19157742734594146,1.9133629370308747,2.90352101407187,1.2063645505019975
RG210202,F,43,26,0.208,0.74,-0.021900467378056,0.00121380779880785,-0.0272193769961803,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,6.337076681887252,0.06189649805813379,-0.19728285219919175,-1.4660986164057555,1.1261506876472627,1.3119652920057119,-1.0650356607626639,-0.39275414725663266,0.009102634239094451,-1.1051118954868888
RG210203,M,59,25,0.195,1.159,-0.0838412174812474,-0.0581280459300171,-0.0253209495514802,HS,North,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,HS,-5.706694904666534,-0.015290748629409209,-0.17766917678573135,0.4393670932446271,-1.0141266570833782,-0.32410446664894305,-0.9591508181567397,-1.5482945699526558,-1.2955257632381425,-1.0295523536715223
RG210204,F,51,26,0.235,0.893,0.0850391555365257,0.0059498251018096,0.0289720064928052,HS,North,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,0.8151908886103595,0.05680287471436229,-0.24397601449246153,-0.5133657615805642,0.14486613084488367,1.2040002657565392,-1.3171096874798964,1.60226620460866,0.11322379453642355,1.1313681987365822
RG210205,M,54,20,0.176,1.308,-0.0444202265863811,-0.039847171043698,0.0100125309085456,HS,North,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-7.255516283868476,-0.014232234039552032,0.09613904964756231,-0.15609094102111748,-1.2893649647113055,-0.3016680696548843,0.5190086980448956,-0.8128732454472094,-0.8936214240780146,0.37675980313756396
RG210206,F,54,23,0.261,1.1255,0.00507216662812149,0.0524024647364985,-0.0316479241837844,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,HS,-4.2555162838684755,0.07076776596044798,-0.08636095035243778,-0.15609094102111748,-0.7562402713336569,1.5000017068120757,-0.46622142166635305,0.11043589885676731,1.1344833103266085,-1.2813730411721047
RG210207,M,51,27,0.193,1.108,-0.0372587165566765,-0.0308158060043569,-0.015388338844802,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,1.8151908886103592,0.014802874714362303,-0.028976014492461434,-0.5133657615805642,0.32257436197076644,0.3137634350316887,-0.15642762864198703,-0.6792711448417103,-0.6950672071479123,-0.6342233058734542
RG210208,F,51,25,0.185,1.197,-0.0852306936545156,0.00864477802137784,-0.0225707111746212,HS,North,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,HS,-0.18480911138964054,0.0068028747143622946,0.060023985507538534,-0.5133657615805642,-0.03284210028099916,0.14419451489362173,0.324040758504868,-1.5742160494618564,0.1724722319849672,-0.9200897812573673
RG210209,F,61,32,0.106,1.0265,-0.0700990124302339,0.058788807836603,0.0218498483364041,HS,North,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,HS,-0.08716635298575712,-0.11231415446535209,-0.3600924673590488,0.6775503069509249,-0.015490178402793101,-2.3806237361137232,-1.9439668204015035,-1.2919258077570333,1.2748868205119,0.8478983149985412
RG210210,F,56,24,0.259,1.023,0.0120601432525486,0.0462958625000054,-0.0185142269652125,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,HS,-4.635987732187699,0.060744360124505105,-0.23878424092575526,0.08209227268518034,-0.8238531794083689,1.287544443848772,-1.2890817877941994,0.2408006336868737,1.0002298923893618,-0.7586371594572169
RG210211,F,53,31,0.159,1.0975000000000001,0.0187693293917495,0.0652816782076787,-0.0281332383946233,HS,North,0,5,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HS,4.434719440291135,-0.027220531121580578,-0.08939930506577885,-0.2751825478742664,0.788086147273703,-0.5769695084838824,-0.48262404401128595,0.3659643711992978,1.4176323286982966,-1.1414846042474345
RG210212,F,48,21,0.218,1.044,0.0508217552390245,-0.0134996104109105,-0.00714298331189043,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-2.1141019389108053,0.05183798346827661,-0.0180910786324853,-0.8706405821400109,-0.3756933159836383,1.0987638598563279,-0.09766507159884434,0.9639208643042267,-0.31437130555515785,-0.3060489066300762
RG210213,M,55,20,0.124,1.3054999999999999,0.0297484259487838,0.0316938425710324,-0.00890367907855519,HS,North,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,HS,-7.945752008028088,-0.07024393695752346,0.06867740436090343,-0.03699933416796858,-1.4120255343116028,-1.4888985670167116,0.3707564236709626,0.5707857505852443,0.6792050395608565,-0.3761265731623683
RG210214,F,56,30,0.215,1.1320000000000001,0.00847802252787361,0.0545161613728726,0.00199209390576032,HS,North,0,6,5,0,0,3,1,0,18,0,0,0,0,0,0,0,0,0,0,1,5,19,0,0,0,HS,1.364012267812301,0.0167443601245051,-0.12978424092575505,0.08209227268518034,0.2423962073469281,0.35491538308940446,-0.7006429765693979,0.17397410527959414,1.1809528504941125,0.057537413690279544
RG210216,F,58,22,0.21,1.007,-0.110194699460658,-0.0273092419209726,0.0256491582488714,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,HS,-8.016459180506923,0.0037209542885622174,-0.3047075314990727,0.3202754863914782,-1.4245907808607294,0.07886977507432548,-1.6449700697849332,-2.039933977858876,-0.6179755291281753,0.9991151113012094
RG210217,M,60,20,0.184,1.4335,-0.103809629653473,-0.0256836772696857,-0.0301379403358629,HS,North,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,3,HS,-11.396930628826144,-0.030302451547380656,0.07186917792760994,0.558458700097776,-2.0253283823130896,-0.6422942483031786,0.3879872809488665,-1.920816817481478,-0.5822375520893164,-1.2212739902359881
RG210218,F,64,26,0.28,1.3485,0.056711229430572,-0.03295093055049,0.0293743370722746,HS,North,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,3,HS,-8.157873525464591,0.049650736780733624,-0.11297740321902495,1.0348251275103717,-1.4497212739589822,1.0524027274960495,-0.6099109068391556,1.0737924025955827,-0.7420078390965713,1.147381407104322
RG210219,F,54,24,0.259,1.065,-0.0536275185559805,-0.0352081409666971,-0.0293587563126688,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-3.255516283868476,0.06876776596044798,-0.14686095035243776,-0.15609094102111748,-0.5785320402077742,1.457609476777559,-0.7928319545021366,-0.9846405882177066,-0.7916325242559223,-1.1902615920815247
RG210220,M,55,25,0.154,1.2105000000000001,0.0306165062462424,0.0283280649269318,-0.0442070085515963,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-2.9457520080280872,-0.04024393695752346,-0.026322595639096318,-0.03699933416796858,-0.5234843786821887,-0.8530151164989612,-0.14210309069927474,0.5869802892724294,0.6052085460547102,-1.7812386868683039
RG210221,M,55,20,0.193,1.3355000000000001,-0.053103738991014,-0.0316102473217072,-0.044650737003195,HS,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS,-7.945752008028088,-0.0012439369575234544,0.09867740436090368,-0.03699933416796858,-1.4120255343116028,-0.026366630825885543,0.5327120597878815,-0.9748691782994767,-0.7125329692975191,-1.7988995769838787
RG210222,M,53,21,0.189,1.244,-0.0375758593828047,0.0451849676295505,-0.0440104451894612,HS,North,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HS,-5.565280559708865,0.0027794688784194195,0.05710069493422099,-0.2751825478742664,-0.9889961639851254,0.058913942033868086,0.3082593123596603,-0.6851876272018473,0.9758069109093738,-1.7734152445650018
RG210223,M,58,30,0.203,1.5790000000000002,0.00253228947799836,0.0139186178437448,0.013731961716819,HS,North,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,HS,-0.016459180506922362,-0.0032790457114377615,0.2672924685009275,0.3202754863914782,-0.002924931853666674,-0.06950303004648252,1.442984058844295,0.06305302553412032,0.28841739991732873,0.5247973214908099
RG210224,M,63,23,0.23,1.2555,0.013728044232295,0.0482888033408495,-0.0156419336827113,HS,North,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,HS,-10.46763780130498,0.0036624396987050387,-0.1810157579323662,0.9157335206572227,-1.8601853977363332,0.07762949309752502,-0.9772174074374108,0.2719162885657765,1.0440446209844414,-0.6443166648862849
